letra,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
e,0.20349860191345215,0.6176832914352417,-2.7382404255149595e-07,0.264390230178833,0.5747989416122437,-0.026406574994325638,0.30404889583587646,0.44675928354263306,-0.037663523107767105,0.2499973028898239,0.37497299909591675,-0.0470004603266716,0.19102293252944946,0.3928486704826355,-0.04882633313536644,0.28873905539512634,0.340042382478714,-0.010804681107401848,0.3048021197319031,0.25412505865097046,-0.0372161827981472,0.29190880060195923,0.355156809091568,-0.04791243374347687,0.28462982177734375,0.39064040780067444,-0.05346596986055374,0.2455265372991562,0.33072322607040405,-0.014079416170716286,0.2629174590110779,0.21376052498817444,-0.045573845505714417,0.2580350637435913,0.32639387249946594,-0.049111854285001755,0.25074097514152527,0.3685075342655182,-0.042768221348524094,0.2048783004283905,0.33987200260162354,-0.022760769352316856,0.2126120924949646,0.23134353756904602,-0.05425700917840004,0.22206920385360718,0.34213629364967346,-0.04442257806658745,0.21805690228939056,0.3811904788017273,-0.029318299144506454,0.16512548923492432,0.3595243990421295,-0.03391282260417938,0.18503209948539734,0.3056858777999878,-0.05028941482305527,0.19621743261814117,0.37505948543548584,-0.03968561813235283,0.18992337584495544,0.3970056474208832,-0.028453487902879715
e,0.20336785912513733,0.617344081401825,-2.7731019258681044e-07,0.2646007537841797,0.5733809471130371,-0.025478458032011986,0.3039645552635193,0.44570696353912354,-0.03645890951156616,0.24953922629356384,0.37499338388442993,-0.0456702895462513,0.19095760583877563,0.3939298689365387,-0.047414954751729965,0.28856924176216125,0.34087514877319336,-0.010864593088626862,0.30466386675834656,0.25413408875465393,-0.03698970004916191,0.29157042503356934,0.35537558794021606,-0.04716864228248596,0.28450095653533936,0.389909029006958,-0.05250933766365051,0.24560809135437012,0.33164942264556885,-0.014637316577136517,0.2626549005508423,0.21390743553638458,-0.04569675028324127,0.2578530013561249,0.32650992274284363,-0.04862173646688461,0.2509597837924957,0.3672344386577606,-0.04208908602595329,0.20519289374351501,0.3407708406448364,-0.023727787658572197,0.21217316389083862,0.23033836483955383,-0.05488790571689606,0.22162239253520966,0.3413800001144409,-0.0444847010076046,0.21798638999462128,0.3790965974330902,-0.02924250438809395,0.16562823951244354,0.3601374924182892,-0.035218652337789536,0.18462878465652466,0.3055211901664734,-0.051333844661712646,0.19603292644023895,0.3747829794883728,-0.040403712540864944,0.1901257187128067,0.39591601490974426,-0.02912173606455326
e,0.20348183810710907,0.6173476576805115,-2.772174241272296e-07,0.2647266089916229,0.5739022493362427,-0.025733018293976784,0.3041568100452423,0.44563713669776917,-0.036734480410814285,0.24959900975227356,0.3748602867126465,-0.045921918004751205,0.19075115025043488,0.3944936692714691,-0.04761665314435959,0.2888669967651367,0.3406037390232086,-0.010949769988656044,0.3048170506954193,0.2543894648551941,-0.037207070738077164,0.29158470034599304,0.3558993935585022,-0.047469355165958405,0.284420371055603,0.3904056251049042,-0.052843376994132996,0.24562568962574005,0.33135515451431274,-0.014586938545107841,0.2629218101501465,0.2142108529806137,-0.04591681808233261,0.2577953636646271,0.3270759582519531,-0.04900456964969635,0.2506008446216583,0.3674796223640442,-0.04249054566025734,0.2051125168800354,0.34066227078437805,-0.023569338023662567,0.21248318254947662,0.23071378469467163,-0.05486208572983742,0.22159743309020996,0.3417917788028717,-0.04455938935279846,0.2175285667181015,0.37881287932395935,-0.029351795092225075,0.1654578447341919,0.3599773645401001,-0.03498183190822601,0.18487249314785004,0.3064678907394409,-0.05113169923424721,0.19598014652729034,0.3757202625274658,-0.040296971797943115,0.18974919617176056,0.3959559500217438,-0.029081786051392555
e,0.20458637177944183,0.6174573302268982,-2.7528943746801815e-07,0.2652313709259033,0.5735990405082703,-0.025940241292119026,0.30507034063339233,0.44689926505088806,-0.0371197946369648,0.2508632242679596,0.3758957087993622,-0.04638190567493439,0.19266539812088013,0.3924528956413269,-0.04822825267910957,0.28898242115974426,0.3399854004383087,-0.011716020293533802,0.30477431416511536,0.2520846724510193,-0.03734879940748215,0.29246968030929565,0.3539188504219055,-0.047177497297525406,0.2857980728149414,0.3889213502407074,-0.05224461480975151,0.24615837633609772,0.3310115337371826,-0.015133948996663094,0.2627304792404175,0.212975412607193,-0.04556667059659958,0.25848639011383057,0.32689011096954346,-0.04814024642109871,0.25170737504959106,0.3699977397918701,-0.04137261211872101,0.20572467148303986,0.33997756242752075,-0.023776432499289513,0.21298730373382568,0.22798487544059753,-0.05448553338646889,0.22248418629169464,0.33993256092071533,-0.043765515089035034,0.2189568281173706,0.3807913064956665,-0.028217172250151634,0.16595935821533203,0.3596482276916504,-0.034820228815078735,0.1849849969148636,0.3020469844341278,-0.05091625824570656,0.19664843380451202,0.37228068709373474,-0.03968773037195206,0.19124244153499603,0.39665520191192627,-0.027990367263555527
e,0.2055668830871582,0.6144248247146606,-2.8990086775593227e-07,0.26615360379219055,0.5712928175926208,-0.025113176554441452,0.30521294474601746,0.44481784105300903,-0.03575333580374718,0.2516236901283264,0.3731924593448639,-0.0445396862924099,0.19407446682453156,0.3886880576610565,-0.045958686619997025,0.29046157002449036,0.3391817510128021,-0.01125901099294424,0.3055437207221985,0.2509502172470093,-0.036847662180662155,0.29310154914855957,0.3523561954498291,-0.04648705944418907,0.28671813011169434,0.38685697317123413,-0.051438696682453156,0.2476559728384018,0.3301745653152466,-0.014891468919813633,0.2637953460216522,0.2121155560016632,-0.04513831436634064,0.25926530361175537,0.32512444257736206,-0.04725441336631775,0.2525894045829773,0.36663708090782166,-0.040299974381923676,0.20722045004367828,0.33909958600997925,-0.02368815988302231,0.21425944566726685,0.22796252369880676,-0.054533232003450394,0.22322601079940796,0.34005987644195557,-0.04326528310775757,0.21947981417179108,0.37912675738334656,-0.027485692873597145,0.16729441285133362,0.3587764501571655,-0.03479984030127525,0.18636609613895416,0.3008040487766266,-0.0511997826397419,0.19734671711921692,0.37263455986976624,-0.03960946947336197,0.19154641032218933,0.39655420184135437,-0.027700364589691162
e,0.2074907124042511,0.614152729511261,-2.761846360499476e-07,0.2679278254508972,0.5696370601654053,-0.024927932769060135,0.3063245415687561,0.44462838768959045,-0.03612242266535759,0.2516641914844513,0.37326404452323914,-0.04549885168671608,0.19361340999603271,0.3873674273490906,-0.04763691499829292,0.290626585483551,0.33872178196907043,-0.011988329701125622,0.3062518537044525,0.25123149156570435,-0.03763563558459282,0.2940850555896759,0.3523431122303009,-0.04753417149186134,0.2872641086578369,0.3874707520008087,-0.05263521894812584,0.24783971905708313,0.3298420011997223,-0.015814028680324554,0.2645057737827301,0.21139395236968994,-0.04597991704940796,0.2602834403514862,0.3247799575328827,-0.04838256537914276,0.2530544400215149,0.3676624298095703,-0.04160694777965546,0.20751908421516418,0.3393039107322693,-0.02465900406241417,0.21444858610630035,0.2281191051006317,-0.055081259459257126,0.22414030134677887,0.33947843313217163,-0.04393010959029198,0.22034215927124023,0.3789130449295044,-0.028262630105018616,0.16765457391738892,0.3598392903804779,-0.035775162279605865,0.1863722950220108,0.3014289140701294,-0.051627207547426224,0.19814467430114746,0.37219417095184326,-0.03972695395350456,0.19275684654712677,0.3963976204395294,-0.027628572657704353
e,0.20670171082019806,0.615099310874939,-2.8856649691988423e-07,0.26751333475112915,0.5713841319084167,-0.025238804519176483,0.30660849809646606,0.44356220960617065,-0.03598850592970848,0.25279274582862854,0.3713177442550659,-0.044828981161117554,0.1951417326927185,0.3880161643028259,-0.04627467691898346,0.2916802763938904,0.3365356922149658,-0.011150713078677654,0.3062136173248291,0.2507990598678589,-0.03644762560725212,0.29452189803123474,0.3534843325614929,-0.046016987413167953,0.28837668895721436,0.38675498962402344,-0.05105394497513771,0.24882525205612183,0.32756197452545166,-0.014856701716780663,0.2650755047798157,0.21011137962341309,-0.04490777477622032,0.2611701786518097,0.32438769936561584,-0.04690402373671532,0.2542036771774292,0.36583080887794495,-0.03972984850406647,0.20834586024284363,0.33764928579330444,-0.02372562512755394,0.21467897295951843,0.22729024291038513,-0.054284967482089996,0.2249191254377365,0.3391903042793274,-0.04308091104030609,0.2211766242980957,0.37758129835128784,-0.027309391647577286,0.16837674379348755,0.3586444854736328,-0.03491146117448807,0.18702587485313416,0.3012678921222687,-0.05094539001584053,0.19893300533294678,0.37224334478378296,-0.03923999145627022,0.19311177730560303,0.3954835534095764,-0.027238281443715096
e,0.2053394466638565,0.6146929860115051,-2.850420912636764e-07,0.2666953206062317,0.5723947286605835,-0.02502633072435856,0.30654844641685486,0.44293317198753357,-0.03542282432317734,0.25328439474105835,0.37063825130462646,-0.04406124725937843,0.19469121098518372,0.39057910442352295,-0.04525629058480263,0.2907969355583191,0.33522823452949524,-0.010481397621333599,0.3067859709262848,0.251547247171402,-0.03579244390130043,0.2939962148666382,0.3534754812717438,-0.045389849692583084,0.2870715260505676,0.38506191968917847,-0.05068109557032585,0.24783390760421753,0.32598811388015747,-0.01449485681951046,0.26550403237342834,0.210642009973526,-0.04498724639415741,0.26090168952941895,0.3244408965110779,-0.04724787548184395,0.2534986734390259,0.36335015296936035,-0.040341075509786606,0.20748090744018555,0.3364453911781311,-0.023723335936665535,0.21489138901233673,0.22751468420028687,-0.054542090743780136,0.22490085661411285,0.3400227129459381,-0.04338493198156357,0.22079408168792725,0.37625935673713684,-0.02781747095286846,0.16779859364032745,0.356934130191803,-0.035321008414030075,0.18720212578773499,0.30298054218292236,-0.0513429157435894,0.19877822697162628,0.37373289465904236,-0.0398310162127018,0.19263193011283875,0.3940999507904053,-0.028213202953338623
e,0.20426946878433228,0.6119938492774963,-2.7849057460116455e-07,0.2661280930042267,0.5699225068092346,-0.025142325088381767,0.3053354322910309,0.4436904191970825,-0.03595506399869919,0.25274938344955444,0.3719594180583954,-0.04502072185277939,0.1951197236776352,0.39037132263183594,-0.046937547624111176,0.28929072618484497,0.3361508548259735,-0.011093664914369583,0.30518877506256104,0.2495691478252411,-0.036519940942525864,0.2931186258792877,0.34925034642219543,-0.046751853078603745,0.2861543893814087,0.3864341974258423,-0.05201767757534981,0.24678383767604828,0.32734930515289307,-0.01466803252696991,0.26386570930480957,0.21033355593681335,-0.0449102558195591,0.2594926655292511,0.3224359154701233,-0.048045456409454346,0.25218096375465393,0.3670653700828552,-0.04171986132860184,0.20671261847019196,0.33660998940467834,-0.023283155634999275,0.21407124400138855,0.22580929100513458,-0.05390279367566109,0.22371743619441986,0.33664363622665405,-0.04371389374136925,0.22010356187820435,0.37894031405448914,-0.028523767367005348,0.16711685061454773,0.3566620945930481,-0.0342109352350235,0.1864817887544632,0.2987157702445984,-0.05058366805315018,0.19823895394802094,0.36941301822662354,-0.03955807164311409,0.19289490580558777,0.39592358469963074,-0.027934907004237175
e,0.20406371355056763,0.61034095287323,-2.8005459284941026e-07,0.2652495503425598,0.5698453783988953,-0.024974821135401726,0.30431073904037476,0.44339749217033386,-0.035535845905542374,0.2518204152584076,0.3696128726005554,-0.04428187385201454,0.19363534450531006,0.38856756687164307,-0.04574999585747719,0.28896746039390564,0.3364771604537964,-0.011172828264534473,0.3052152395248413,0.24889978766441345,-0.03648124635219574,0.2926868796348572,0.34953221678733826,-0.04608511924743652,0.2856880724430084,0.3843083083629608,-0.051064927130937576,0.2464359551668167,0.3269767761230469,-0.014782564714550972,0.2638504207134247,0.2102525532245636,-0.04493878409266472,0.2590755820274353,0.3228709101676941,-0.04730801656842232,0.25160932540893555,0.3637685179710388,-0.040511470288038254,0.20621323585510254,0.3361513018608093,-0.02346373349428177,0.21391387283802032,0.22701063752174377,-0.05377715453505516,0.222900852560997,0.3374437689781189,-0.04278245568275452,0.21870584785938263,0.3750455379486084,-0.027295179665088654,0.16629940271377563,0.3553909659385681,-0.034483280032873154,0.1852053999900818,0.2992610037326813,-0.050253357738256454,0.19696000218391418,0.3692227005958557,-0.03873701021075249,0.1918254792690277,0.3919495642185211,-0.027009351179003716
